County,Year,Total,Felony Total,Drug Felony,Violent Felony,DWI Felony,Other Felony,Misdemeanor Total,Drug Misd,DWI Misd,Property Misd,Other Misd
Madison,2002,1424,298,31,86,7,174,1126,47,293,319,467
Madison,2003,1457,301,29,58,19,195,1156,45,368,282,461
Madison,2004,1342,319,19,69,28,203,1023,37,312,288,386
Madison,2005,1216,278,28,43,31,176,938,52,275,256,355
Madison,2006,1258,293,17,84,25,167,965,43,282,264,376
Madison,2007,1334,305,34,60,16,195,1029,50,331,245,403
Madison,2008,1438,362,23,81,16,242,1076,47,327,321,381
Madison,2009,1345,272,15,62,17,178,1073,60,297,310,406
Madison,2010,1226,265,20,44,43,158,961,70,279,261,351
Madison,2011,1202,242,33,43,19,147,960,66,239,271,384
Madison,2012,1362,275,34,59,38,144,1087,90,226,326,445
Madison,2013,1141,273,25,51,37,160,868,53,189,277,349
Madison,2014,1208,314,46,63,38,167,894,69,182,328,315
Madison,2015,1219,332,46,57,37,192,887,80,172,289,346
Madison,2016,1221,322,44,52,27,199,899,104,146,299,350
Madison,2017,1136,286,36,53,16,181,850,98,126,291,335
Monroe,1970,3478,1852,275,517,18,1042,1626,400,308,349,569
Monroe,1971,5190,1956,266,504,25,1161,3234,447,581,915,1291
Monroe,1972,8770,2431,444,620,18,1349,6339,602,844,2097,2796
Monroe,1973,8397,2169,364,590,33,1182,6228,715,878,2049,2586
Monroe,1974,10052,3060,608,747,34,1671,6992,786,787,2621,2798
Monroe,1975,10343,3582,550,907,37,2088,6761,555,657,2655,2894
Monroe,1976,11183,3380,433,916,68,1963,7803,618,908,3228,3049
Monroe,1977,11198,3565,292,923,64,2286,7633,306,1094,3268,2965
Monroe,1978,10974,2952,171,863,101,1817,8022,174,1516,3500,2832
Monroe,1979,12645,2996,169,911,169,1747,9649,211,2148,3903,3387
Monroe,1980,13014,2972,154,839,222,1757,10042,167,2677,4090,3108
Monroe,1981,13388,3108,130,1011,277,1690,10280,220,2741,3966,3353
Monroe,1982,13774,3179,101,1164,265,1649,10595,248,2559,4190,3598
Monroe,1983,14371,3188,174,1137,307,1570,11183,295,2798,4429,3661
Monroe,1984,14100,3124,166,1084,342,1532,10976,272,2790,3913,4001
Monroe,1985,14536,3441,152,1278,322,1689,11095,284,2160,4408,4243
Monroe,1986,16080,3909,336,1381,359,1833,12171,315,2157,4940,4759
Monroe,1987,16807,3676,352,1310,427,1587,13131,375,2054,5679,5023
Monroe,1988,18276,4248,606,1448,391,1803,14028,675,1995,5860,5498
Monroe,1989,22029,5521,1135,1587,369,2430,16508,1012,1797,7149,6550
Monroe,1990,22521,5738,1112,1751,445,2430,16783,752,2023,7366,6642
Monroe,1991,21582,5274,869,1730,382,2293,16308,576,1947,7158,6627
Monroe,1992,20365,5260,1005,1732,428,2095,15105,618,1794,6787,5906
Monroe,1993,18869,4840,947,1581,353,1959,14029,735,1688,6276,5330
Monroe,1994,19253,4712,1064,1570,362,1716,14541,912,1795,6042,5792
Monroe,1995,20309,4868,969,1502,377,2020,15441,1009,1934,6128,6370
Monroe,1996,21474,5154,1150,1491,368,2145,16320,1166,2092,6019,7043
Monroe,1997,19916,5385,1121,1340,431,2493,14531,1014,2238,5678,5601
Monroe,1998,20682,5768,1505,1364,506,2393,14914,1145,2696,5454,5619
Monroe,1999,19904,5487,1457,1257,470,2303,14417,1189,2764,5106,5358
Monroe,2000,19259,5519,1334,1289,580,2316,13740,1157,2326,4940,5317
Monroe,2001,18486,5163,1067,1267,497,2332,13323,949,2057,5045,5272
Monroe,2002,18472,5154,1125,1284,428,2317,13318,1184,1978,5005,5151
Monroe,2003,17341,4656,899,1242,398,2117,12685,931,2012,4969,4773
Monroe,2004,17313,4686,844,1222,411,2209,12627,931,2106,4836,4754
Monroe,2005,17033,4539,775,1240,419,2105,12494,902,1977,4854,4761
Monroe,2006,16961,4742,860,1400,438,2044,12219,1001,1970,4590,4658
Monroe,2007,16574,4692,846,1303,431,2112,11882,994,2026,4454,4408
Monroe,2008,17827,4979,888,1431,481,2179,12848,1242,2171,4655,4780
Monroe,2009,18243,4874,718,1382,444,2330,13369,1198,2065,5215,4891
Monroe,2010,19178,5209,786,1512,448,2463,13969,1151,2193,5500,5125
Monroe,2011,19265,5183,694,1417,477,2595,14082,1085,2359,5415,5223
Monroe,2012,18406,4950,591,1354,425,2580,13456,1318,2032,5381,4725
Monroe,2013,17256,4738,585,1351,415,2387,12518,1164,1963,5057,4334
Monroe,2014,15847,4458,481,1226,407,2344,11389,852,1940,4918,3679
Monroe,2015,15371,4617,540,1221,430,2426,10754,803,1900,4451,3600
Monroe,2016,14900,4624,568,1195,424,2437,10276,878,1877,4095,3426
Monroe,2017,15062,4842,634,1184,408,2616,10220,909,1719,4022,3570
Montgomery,1970,147,94,12,8,3,71,53,20,0,6,27
Montgomery,1971,184,91,17,9,0,65,93,16,15,28,34
Montgomery,1972,363,115,22,20,1,72,248,39,35,60,114
Montgomery,1973,374,115,22,9,1,83,259,19,45,91,104
Montgomery,1974,528,174,41,22,0,111,354,39,65,122,128
Montgomery,1975,620,168,31,31,6,100,452,43,109,145,155
Montgomery,1976,583,142,10,20,4,108,441,49,101,159,132
Montgomery,1977,628,171,16,31,13,111,457,26,120,126,185
Montgomery,1978,714,165,23,23,17,102,549,28,172,158,191
Montgomery,1979,701,188,10,50,11,117,513,4,138,181,190
Montgomery,1980,588,127,3,29,11,84,461,10,151,165,135
Montgomery,1981,635,110,7,27,16,60,525,13,187,181,144
Montgomery,1982,730,152,7,36,25,84,578,26,163,188,201
Montgomery,1983,886,196,13,34,36,113,690,15,269,215,191
Montgomery,1984,979,178,18,27,30,103,801,28,333,232,208
Montgomery,1985,985,159,18,24,31,86,826,43,306,256,221
Montgomery,1986,1146,200,24,38,49,89,946,53,463,199,231
Montgomery,1987,1039,195,36,51,32,76,844,35,374,233,202
Montgomery,1988,1212,256,52,48,48,108,956,51,400,258,247
Montgomery,1989,1360,308,79,51,59,119,1052,51,391,317,293
Montgomery,1990,1434,311,84,35,55,137,1123,39,384,293,407
Montgomery,1991,1432,284,76,47,49,112,1148,41,331,367,409
Montgomery,1992,1294,225,63,30,36,96,1069,45,325,300,399
Montgomery,1993,1271,254,57,55,40,102,1017,38,346,273,360
Montgomery,1994,1191,172,24,33,30,85,1019,31,286,289,413
Montgomery,1995,1445,228,41,49,39,99,1217,30,285,330,572
Montgomery,1996,1655,286,67,51,27,141,1369,95,277,354,643
Montgomery,1997,1429,278,42,55,23,158,1151,47,232,278,594
Montgomery,1998,1486,298,52,55,28,163,1188,57,216,326,589
Montgomery,1999,1589,330,67,55,42,166,1259,57,239,316,647
Montgomery,2000,1358,270,29,46,32,163,1088,46,231,277,534
Montgomery,2001,1232,272,47,63,31,131,960,29,188,235,508
Montgomery,2002,1204,288,33,46,36,173,916,34,213,225,444
Montgomery,2003,1189,300,48,57,25,170,889,51,159,245,434
Montgomery,2004,1105,276,45,48,31,152,829,25,180,203,421
Montgomery,2005,1234,337,49,68,29,191,897,44,179,272,402
Montgomery,2006,1196,321,47,60,29,185,875,48,193,221,413
Montgomery,2007,1159,317,58,58,33,168,842,36,209,216,381
Montgomery,2008,1128,268,26,54,42,146,860,46,201,253,360
Montgomery,2009,1145,301,66,60,25,150,844,39,178,253,374
Montgomery,2010,1180,353,51,71,45,186,827,43,209,223,352
Montgomery,2011,1304,383,74,70,51,188,921,89,199,240,393
Montgomery,2012,1212,356,67,55,40,194,856,66,144,269,377
Montgomery,2013,1282,403,106,78,27,192,879,67,160,295,357
Montgomery,2014,1238,322,61,63,23,175,916,78,125,390,323
Montgomery,2015,1192,331,56,64,28,183,861,73,125,345,318
Montgomery,2016,1227,327,61,57,32,177,900,99,152,315,334
Montgomery,2017,1188,357,64,56,28,209,831,116,120,269,326
Nassau,1970,9248,3312,897,717,22,1676,5936,1974,1462,1744,756
Nassau,1971,10661,3929,887,922,33,2087,6732,1526,2064,2107,1035
Nassau,1972,13288,4260,1176,931,70,2083,9028,1377,3339,2435,1877
Nassau,1973,14805,4346,1382,1059,75,1830,10459,1717,4405,2417,1920
Nassau,1974,15815,4248,1211,987,74,1976,11567,1875,4421,3239,2032
Nassau,1975,15035,4150,779,1040,95,2236,10885,1188,3853,3840,2004
Nassau,1976,13896,3977,644,1021,62,2250,9919,1082,2890,4088,1859
Nassau,1977,13426,4002,569,1087,59,2287,9424,830,2466,4259,1869
Nassau,1978,13544,3978,303,1099,57,2519,9566,803,2474,4137,2152
Nassau,1979,14780,4454,388,1207,95,2764,10326,893,2335,4706,2392
Nassau,1980,15855,5017,508,1319,92,3098,10838,1016,3007,4298,2517
Nassau,1981,15255,4649,467,1384,112,2686,10606,988,3304,4078,2236
Nassau,1982,16361,4807,509,1635,153,2510,11554,954,4134,4119,2347
Nassau,1983,15216,4454,334,1568,153,2399,10762,939,3845,3633,2345
Nassau,1984,16763,4682,472,1601,183,2426,12081,1043,4775,3696,2567
Nassau,1985,17541,4998,429,1611,247,2711,12543,1072,4534,3832,3105
Nassau,1986,17297,5330,710,1597,336,2687,11967,1309,3778,3885,2995
Nassau,1987,18293,5304,912,1587,301,2504,12989,1208,3622,4973,3186
Nassau,1988,19982,6224,1409,1700,337,2778,13758,1421,4044,5003,3290
Nassau,1989,20058,6543,1779,1633,393,2738,13515,1207,4345,4756,3207
Nassau,1990,20304,6556,1434,1675,487,2960,13748,895,4927,4952,2974
Nassau,1991,19995,6500,1355,1871,365,2909,13495,874,4471,5070,3080
Nassau,1992,18496,6036,1336,1677,280,2743,12460,837,3765,4773,3085
Nassau,1993,18827,6175,1106,1775,338,2956,12652,833,3968,4702,3149
Nassau,1994,19314,6397,1128,1714,327,3228,12917,1216,3610,4618,3473
Nassau,1995,19935,6204,970,1749,366,3119,13731,1250,3440,5465,3576
Nassau,1996,22174,6493,1121,1704,390,3278,15681,1249,4120,6164,4148
Nassau,1997,21543,6349,1125,1696,368,3160,15194,1490,4144,5629,3931
Nassau,1998,19381,5820,1007,1648,299,2866,13561,1223,3790,4804,3744
Nassau,1999,16417,5291,924,1553,270,2544,11126,1089,2576,4029,3432
Nassau,2000,15890,5121,860,1455,261,2545,10769,1153,2475,3747,3394
Nassau,2001,16613,5616,1000,1564,244,2808,10997,1179,2661,3697,3460
Nassau,2002,16551,5470,951,1652,230,2637,11081,1194,2767,3563,3557
Nassau,2003,17016,5595,878,1594,249,2874,11421,1366,2833,3630,3592
Nassau,2004,17185,5543,908,1542,269,2824,11642,1434,3418,3535,3255
Nassau,2005,17030,5787,992,1598,261,2936,11243,1403,3090,3407,3343
Nassau,2006,18043,6187,951,1610,274,3352,11856,1649,2957,3500,3750
Nassau,2007,17622,5952,1007,1541,280,3124,11670,1716,2973,3429,3552
Nassau,2008,18176,6037,972,1595,340,3130,12139,1729,3077,3803,3530
Nassau,2009,18870,6177,942,1673,268,3294,12693,1717,2796,4317,3863
Nassau,2010,18981,6208,982,1516,327,3383,12773,1703,2631,4373,4066
Nassau,2011,17520,5655,704,1576,306,3069,11865,1583,2171,4327,3784
Nassau,2012,17907,5906,879,1575,272,3180,12001,2137,2098,3884,3882
Nassau,2013,17254,5780,793,1462,267,3258,11474,2350,1916,3479,3729
Nassau,2014,16357,5363,756,1300,285,3022,10994,2201,2091,3441,3261
Nassau,2015,16642,5182,817,1301,291,2773,11460,2927,2102,3184,3247
Nassau,2016,17862,5592,1131,1223,289,2949,12270,3954,2012,2948,3356
Nassau,2017,17609,5468,1096,1255,278,2839,12141,4658,1879,2435,3169
New York,1970,51824,28564,10480,6547,15,11522,23260,8457,516,4151,10136
New York,1971,55849,29926,7976,8124,11,13815,25923,7416,495,6114,11898
New York,1972,57102,28120,4355,9892,23,13850,28982,5985,995,9462,12540
New York,1973,49450,25587,3494,9422,9,12662,23863,3877,1032,7810,11144
New York,1974,52692,27121,3746,10052,22,13301,25571,4070,941,9243,11317
New York,1975,53794,26255,3850,9495,5,12905,27539,4321,639,12125,10454
New York,1976,62921,30527,5775,9837,22,14893,32394,5185,467,12262,14480
New York,1977,76924,33629,6472,9999,20,17138,43295,6601,456,15110,21128
New York,1978,75855,30896,4806,10234,26,15830,44959,5718,474,16246,22521
New York,1979,65989,32079,5037,11044,30,15968,33910,4986,316,12875,15733
New York,1980,57468,28304,4619,9659,14,14012,29164,5528,257,9123,14256
New York,1981,67849,32014,6767,11337,64,13846,35835,6929,197,10139,18570
New York,1982,85242,35721,8590,12866,108,14157,49521,9758,407,18901,20455
New York,1983,93976,36106,9107,12897,112,13990,57870,13720,822,20486,22842
New York,1984,99074,39472,11045,13942,17,14468,59602,17935,1141,17977,22549
New York,1985,105429,37416,9135,13518,23,14740,68013,20669,1131,20714,25499
New York,1986,113784,41809,11763,14233,17,15796,71975,23998,1157,22247,24573
New York,1987,112739,40994,12000,14574,15,14405,71745,24165,918,23737,22925
New York,1988,111321,45218,15721,15160,39,14298,66103,23107,1199,20025,21772
New York,1989,105950,48597,18435,15930,33,14199,57353,19960,1148,17878,18367
New York,1990,104646,48850,18455,16447,30,13918,55796,14184,1356,24159,16097
New York,1991,103550,43277,15050,15089,35,13103,60273,11452,1251,30838,16732
New York,1992,97365,40727,14358,14168,99,12102,56638,10069,1447,28802,16320
New York,1993,96870,38851,13583,13535,88,11645,58019,11273,1350,29093,16303
New York,1994,112674,41867,15904,13531,45,12387,70807,17776,1337,35325,16369
New York,1995,114389,40601,16223,11565,101,12712,73788,22927,1117,33514,16230
New York,1996,109316,38038,15068,10602,207,12161,71278,21904,898,31746,16730
New York,1997,114494,37118,14589,10343,131,12055,77376,24184,782,35867,16543
New York,1998,112680,36577,16068,9342,184,10983,76103,29460,694,30526,15423
New York,1999,98905,33774,14885,7922,173,10794,65131,25279,596,24711,14545
New York,2000,100192,32389,13419,7705,190,11075,67803,28874,665,22431,15833
New York,2001,86542,28867,10843,6967,191,10866,57675,21878,573,19998,15226
New York,2002,84590,28965,11544,6715,150,10556,55625,21304,674,18269,15378
New York,2003,79428,25669,9291,5940,101,10337,53759,16943,855,21020,14941
New York,2004,83911,26671,9431,5869,134,11237,57240,17129,1048,22805,16258
New York,2005,78822,25597,7750,5699,130,12018,53225,14991,1191,20728,16315
New York,2006,80000,25443,7348,5577,172,12346,54557,15546,1451,21498,16062
New York,2007,88165,26177,7589,5572,208,12808,61988,17502,2214,24842,17430
New York,2008,86632,25114,7178,5268,148,12520,61518,16833,2149,26014,16522
New York,2009,87577,23936,6238,5154,162,12382,63641,17876,2043,27503,16219
New York,2010,87191,21993,5708,4767,137,11381,65198,17786,2016,29129,16267
New York,2011,86247,20114,4981,4825,94,10214,66133,18770,1711,29797,15855
New York,2012,85248,19741,4859,4486,111,10285,65507,17105,1861,30197,16344
New York,2013,83578,20398,5198,4247,120,10833,63180,14698,2178,30115,16189
New York,2014,81273,20047,4437,4255,122,11233,61226,14279,2011,29274,15662
New York,2015,74302,20019,4022,4632,103,11262,54283,11544,1534,26526,14679
New York,2016,73844,20855,3999,4816,112,11928,52989,12341,1423,24367,14858
New York,2017,64642,18239,3202,4470,101,10466,46403,10763,1355,21133,13152
Niagara,1970,1277,653,98,164,2,389,624,231,164,58,171
Niagara,1971,1677,843,184,173,6,480,834,161,223,226,224
Niagara,1972,2055,686,127,186,5,368,1369,173,189,491,516
Niagara,1973,2382,854,282,207,3,362,1528,261,366,466,435
Niagara,1974,2769,979,267,228,7,477,1790,225,450,553,562
Niagara,1975,3104,1060,249,244,15,552,2044,225,435,716,668
Niagara,1976,2809,1036,177,277,11,571,1773,170,357,703,543
Niagara,1977,2581,925,98,264,18,545,1656,114,300,675,567
Niagara,1978,2870,848,55,232,22,539,2022,60,566,737,659
Niagara,1979,3366,989,55,258,27,649,2377,66,605,866,840
Niagara,1980,3528,969,41,284,17,627,2559,68,703,940,848
Niagara,1981,3628,954,27,320,28,579,2674,69,731,940,934
Niagara,1982,3514,932,33,357,42,500,2582,69,728,908,877
Niagara,1983,3642,890,25,324,55,486,2752,63,851,1014,824
Niagara,1984,3708,895,25,299,32,539,2813,68,917,946,882
Niagara,1985,4024,923,40,334,31,518,3101,72,1139,1018,872
Niagara,1986,4356,1013,107,358,33,515,3343,89,1086,1091,1077
Niagara,1987,4315,980,129,348,39,464,3335,86,1018,1238,993
Niagara,1988,4109,939,74,324,47,494,3170,133,902,1107,1028
Niagara,1989,4581,1042,163,388,43,448,3539,236,938,1275,1090
Niagara,1990,4992,1103,140,400,68,495,3889,200,1022,1407,1260
Niagara,1991,4952,1047,120,409,47,471,3905,141,1021,1349,1394
Niagara,1992,5036,1151,144,397,77,533,3885,190,969,1338,1388
Niagara,1993,4755,1169,165,382,64,558,3586,144,850,1239,1353
Niagara,1994,5219,1229,224,400,60,545,3990,176,928,1291,1595
Niagara,1995,5411,1379,255,516,63,545,4032,149,865,1249,1769
Niagara,1996,6196,1620,245,566,79,730,4576,237,885,1430,2024
Niagara,1997,5744,1500,171,496,74,759,4244,180,659,1359,2046
Niagara,1998,5837,1519,189,521,83,726,4318,209,630,1335,2144
Niagara,1999,5947,1529,226,498,67,738,4418,211,742,1120,2345
Niagara,2000,5573,1332,161,467,51,653,4241,192,781,1011,2257
Niagara,2001,5291,1394,175,453,66,700,3897,179,665,1043,2010
Niagara,2002,5219,1524,218,437,69,800,3695,139,682,967,1907
Niagara,2003,5462,1381,165,405,118,693,4081,209,779,1084,2009
Niagara,2004,5748,1656,197,492,121,846,4092,213,743,1072,2064
Niagara,2005,6043,1673,217,544,125,787,4370,321,915,1046,2088
Niagara,2006,6162,1783,325,505,141,812,4379,421,946,976,2036
Niagara,2007,5977,1716,265,436,160,855,4261,409,900,1022,1930
Niagara,2008,6332,1816,230,513,166,907,4516,518,982,1114,1902
Niagara,2009,6415,1827,251,552,166,858,4588,479,930,1100,2079
Niagara,2010,6223,1855,214,556,166,919,4368,474,835,1212,1847
Niagara,2011,5780,1698,222,472,120,884,4082,399,707,1164,1812
Niagara,2012,5548,1606,192,435,127,852,3942,362,669,1144,1767
Niagara,2013,5686,1744,270,468,112,894,3942,394,643,1247,1658
Niagara,2014,5196,1526,209,450,101,766,3670,355,583,1180,1552
Niagara,2015,5060,1497,223,409,107,758,3563,358,613,1205,1387
Niagara,2016,5297,1539,201,432,95,811,3758,500,605,1284,1369
Niagara,2017,5069,1525,239,370,79,837,3544,475,604,1125,1340
Oneida,1970,639,410,66,72,1,271,229,35,59,38,97
Oneida,1971,1241,516,77,94,5,340,725,149,115,198,263
Oneida,1972,1891,485,49,116,5,315,1406,95,238,530,543
Oneida,1973,1937,526,115,111,5,295,1411,170,198,521,522
Oneida,1974,1973,603,103,116,12,372,1370,191,160,536,483
Oneida,1975,2302,748,137,134,16,461,1554,135,222,522,675
Oneida,1976,2243,630,64,138,38,390,1613,115,316,556,626
Oneida,1977,2174,657,56,132,24,445,1517,53,282,598,584
Oneida,1978,2351,702,38,157,36,471,1649,41,462,590,556
Oneida,1979,2714,749,40,195,25,489,1965,39,530,723,673
Oneida,1980,3179,847,48,213,28,558,2332,44,662,826,800
Oneida,1981,2899,811,74,217,26,494,2088,68,557,749,714
Oneida,1982,3031,710,28,216,41,425,2321,77,650,824,770
Oneida,1983,3172,837,59,275,57,446,2335,64,662,795,814
Oneida,1984,3081,747,29,279,30,409,2334,59,714,793,768
Oneida,1985,3231,804,53,271,31,449,2427,52,847,755,773
Oneida,1986,3556,847,92,258,44,453,2709,67,820,953,869
Oneida,1987,3600,797,105,285,33,374,2803,66,825,1044,868
Oneida,1988,3844,896,154,295,24,423,2948,60,945,1048,895
Oneida,1989,4540,951,132,355,39,425,3589,112,1116,1122,1239
Oneida,1990,5110,989,155,302,40,492,4121,95,1214,1327,1485
Oneida,1991,5978,1207,246,349,51,561,4771,87,1528,1548,1608
Oneida,1992,5315,1158,203,399,53,503,4157,106,1318,1210,1523
Oneida,1993,4873,1030,201,327,38,464,3843,151,1146,1139,1407
Oneida,1994,4888,1135,227,332,45,531,3753,152,1121,1052,1428
Oneida,1995,4972,1282,300,362,50,570,3690,139,1044,1071,1436
Oneida,1996,5686,1104,189,370,24,521,4582,246,1024,1339,1973
Oneida,1997,5711,1155,197,327,18,613,4556,234,879,1312,2131
Oneida,1998,5634,1086,211,325,29,521,4548,230,874,1281,2163
Oneida,1999,5412,1033,232,297,46,458,4379,298,844,1296,1941
Oneida,2000,4679,1042,183,298,27,534,3637,184,800,1033,1620
Oneida,2001,5876,1181,214,322,20,625,4695,318,834,1414,2129
Oneida,2002,6094,1224,198,366,24,636,4870,287,893,1487,2203
Oneida,2003,6009,1179,179,326,54,620,4830,369,921,1500,2040
Oneida,2004,6033,1260,264,345,63,588,4773,447,918,1510,1898
Oneida,2005,5842,1250,246,288,63,653,4592,395,873,1443,1881
Oneida,2006,5671,1263,249,322,63,629,4408,486,924,1193,1805
Oneida,2007,5866,1410,288,295,61,766,4456,413,893,1422,1728
Oneida,2008,5926,1415,274,339,70,732,4511,365,954,1492,1700
Oneida,2009,6179,1348,244,319,63,722,4831,382,942,1745,1762
Oneida,2010,5734,1328,221,332,64,711,4406,450,794,1556,1606
Oneida,2011,5537,1236,244,309,60,623,4301,444,711,1531,1615
Oneida,2012,6022,1394,241,279,105,769,4628,637,634,1673,1684
Oneida,2013,5415,1266,204,281,78,703,4149,414,621,1532,1582
Oneida,2014,5427,1270,212,295,76,687,4157,418,600,1761,1378
Oneida,2015,5444,1262,269,260,85,648,4182,466,510,1765,1441
Oneida,2016,5482,1304,311,290,58,645,4178,539,560,1579,1500
Oneida,2017,5618,1454,327,313,56,758,4164,646,498,1490,1530
Onondaga,1970,1752,1212,233,320,2,657,540,192,2,113,233
Onondaga,1971,2949,1278,198,347,17,716,1671,304,201,577,589
Onondaga,1972,5547,1460,321,388,16,735,4087,447,729,1487,1424
Onondaga,1973,6031,1732,407,411,23,891,4299,474,799,1542,1484
Onondaga,1974,6928,1995,387,540,38,1030,4933,544,811,1974,1604
Onondaga,1975,7029,2052,325,618,45,1064,4977,492,682,2134,1669
Onondaga,1976,6745,2211,312,579,41,1279,4534,487,508,1941,1598
Onondaga,1977,6202,1995,178,541,45,1231,4207,238,622,1748,1599
Onondaga,1978,6059,2090,104,615,61,1310,3969,134,571,1697,1567
Onondaga,1979,6674,2205,116,708,119,1262,4469,167,606,1998,1698
Onondaga,1980,7260,2329,161,768,71,1329,4931,154,1069,2069,1639
Onondaga,1981,7360,2372,189,786,55,1342,4988,165,931,2178,1714
Onondaga,1982,8086,2620,256,1028,105,1231,5466,153,1134,2243,1936
Onondaga,1983,7777,2451,209,932,92,1218,5326,94,1301,2097,1834
Onondaga,1984,7851,2445,217,947,70,1211,5406,152,1370,1961,1923
Onondaga,1985,8207,2777,259,1078,58,1382,5430,125,1516,2031,1758
Onondaga,1986,8493,2747,242,1053,76,1376,5746,160,1427,2235,1924
Onondaga,1987,9616,3057,276,1305,139,1337,6559,277,1392,2674,2216
Onondaga,1988,11262,3606,579,1372,154,1501,7656,549,1660,2912,2535
Onondaga,1989,12245,3722,578,1451,167,1526,8523,686,1917,3023,2897
Onondaga,1990,13533,3966,592,1532,217,1625,9567,710,2205,3451,3201
Onondaga,1991,13878,3942,568,1481,225,1668,9936,654,2182,3784,3316
Onondaga,1992,13602,4163,844,1493,197,1629,9439,694,2001,3654,3090
Onondaga,1993,12845,3800,754,1365,185,1496,9045,798,1803,3297,3147
Onondaga,1994,12845,3974,892,1250,171,1661,8871,715,1568,3277,3311
Onondaga,1995,14531,4351,922,1437,173,1819,10180,754,1459,3667,4300
Onondaga,1996,15068,4616,881,1478,206,2051,10452,893,1662,3613,4284
Onondaga,1997,14201,4653,707,1542,198,2206,9548,777,1413,3457,3901
Onondaga,1998,14144,4625,861,1406,201,2157,9519,1047,1539,3231,3702
Onondaga,1999,13429,4414,626,1436,190,2162,9015,885,1450,3080,3600
Onondaga,2000,13025,4421,576,1264,164,2417,8604,748,1476,3109,3271
Onondaga,2001,12934,4482,597,1443,158,2284,8452,764,1326,3223,3139
Onondaga,2002,12063,4152,603,1236,137,2176,7911,694,1238,3051,2928
Onondaga,2003,11507,3909,493,1157,133,2126,7598,709,1332,2772,2785
Onondaga,2004,11466,3756,634,1080,157,1885,7710,717,1348,2822,2823
Onondaga,2005,11532,3899,623,1151,184,1941,7633,727,1525,2607,2774
Onondaga,2006,11727,4136,712,1162,167,2095,7591,784,1482,2653,2672
Onondaga,2007,11808,4034,669,1130,191,2044,7774,907,1523,2725,2619
Onondaga,2008,11807,3946,615,1137,207,1987,7861,910,1546,2828,2577
Onondaga,2009,11925,3810,507,1199,185,1919,8115,869,1743,2905,2598
Onondaga,2010,11322,3853,518,1106,228,2001,7469,905,1429,2750,2385
Onondaga,2011,11870,3968,497,1207,218,2046,7902,917,1442,2953,2590
Onondaga,2012,12069,4120,613,1100,231,2176,7949,1021,1412,3061,2455
Onondaga,2013,11753,3794,633,1054,166,1941,7959,969,1273,3320,2397
Onondaga,2014,11251,3679,549,1002,129,1999,7572,1029,1093,3159,2291
Onondaga,2015,10943,3661,576,957,173,1955,7282,1170,958,2936,2218
Onondaga,2016,11006,3690,580,937,205,1968,7316,1249,1134,2783,2150
Onondaga,2017,10600,3479,511,907,186,1875,7121,1476,1047,2568,2030
Ontario,1970,210,108,13,11,1,83,102,31,5,22,44
Ontario,1971,336,121,21,15,2,83,215,37,51,54,73
Ontario,1972,776,152,55,22,2,73,624,75,147,194,208
Ontario,1973,1017,156,34,25,1,96,861,142,237,216,266
Ontario,1974,1104,230,58,24,4,144,874,132,220,266,256
Ontario,1975,1190,225,35,29,2,159,965,92,180,338,355
Ontario,1976,1206,221,42,31,14,134,985,88,196,328,373
Ontario,1977,1178,230,14,40,24,152,948,44,219,325,360
Ontario,1978,1198,252,24,46,20,162,946,21,234,322,369
Ontario,1979,1399,280,31,54,29,166,1119,24,265,425,405
Ontario,1980,1558,255,11,41,43,160,1303,26,341,432,504
Ontario,1981,1508,275,16,50,45,164,1233,28,380,395,430
Ontario,1982,1573,259,10,67,45,137,1314,20,446,422,426
Ontario,1983,1742,267,3,66,66,132,1475,20,464,461,530
Ontario,1984,1690,301,18,81,40,162,1389,15,449,429,496
Ontario,1985,1827,311,27,79,73,132,1516,28,530,406,552
Ontario,1986,2111,364,9,95,102,158,1747,33,626,517,571
Ontario,1987,2278,400,27,93,125,155,1878,35,677,557,609
Ontario,1988,2395,433,56,71,149,157,1962,47,663,597,655
Ontario,1989,2354,382,38,100,96,148,1972,48,648,615,661
Ontario,1990,2492,449,45,86,128,190,2043,37,581,659,766
Ontario,1991,2355,499,51,110,123,215,1856,35,465,606,750
Ontario,1992,2197,466,62,108,99,197,1731,29,392,612,698
Ontario,1993,2222,464,60,77,100,227,1758,29,354,591,784
Ontario,1994,2274,496,69,103,133,191,1778,35,477,506,760
Ontario,1995,2467,527,67,98,111,251,1940,50,475,536,879
Ontario,1996,2714,569,80,101,127,261,2145,68,461,616,1000
Ontario,1997,2682,594,49,95,115,335,2088,84,431,655,918
Ontario,1998,2438,543,47,92,121,283,1895,76,420,563,836
Ontario,1999,2360,567,60,99,112,296,1793,89,393,532,779
Ontario,2000,2255,565,53,90,109,313,1690,99,371,507,713
Ontario,2001,2358,518,55,84,130,249,1840,120,360,553,807
Ontario,2002,2253,575,82,95,76,322,1678,104,293,507,774
Ontario,2003,2029,496,60,99,74,263,1533,57,294,467,715
Ontario,2004,2022,479,45,84,91,259,1543,61,304,505,673
Ontario,2005,2146,550,48,105,80,317,1596,73,336,508,679
Ontario,2006,2300,650,110,136,76,328,1650,101,327,488,734
Ontario,2007,2199,538,58,85,77,318,1661,94,320,533,714
Ontario,2008,2333,672,107,111,88,366,1661,130,366,522,643
Ontario,2009,2321,635,150,117,80,288,1686,117,315,587,667
